ONTO_SPB,0.002408959174914244
SWX_SPB,0.0014385595916165494
ATRC_SPB,0.001692748440178536
KOD_SPB,0.0035919935509600414
UFPI_SPB,0.0015635027809559725
LSTR_SPB,0.0015313531198752034
AVNS_SPB,0.0016043366662563821
LII_SPB,0.0015644357005006459
DRQ_SPB,0.0020018779866700764
ALTR_SPB,0.0017701465301181653
CSII_SPB,0.002736912982008418
COR_SPB,0.0016698939738402452
PEGA_SPB,0.0015970491764912822
MNRO_SPB,0.0029244824898491894
PRFT_SPB,0.0016312165502992426
CCOI_SPB,0.001553320142420356
NKNCP,0.00042590497483332713
LECO_SPB,0.001233226327819948
KTSB,0.0019801440086019083
LNTA,0.0009829753088358936
TTEK_SPB,0.0022877832789654612
BLD_SPB,0.0018638849272318142
BLKB_SPB,0.0015667245499356882
CR_SPB,0.0012502425953798643
LASR_SPB,0.0029550027049305093
GCO_SPB,0.003242895143775529
ISKJ,0.0016865544703493806
RETA_SPB,0.0026836585210417104
AX_SPB,0.0017737174346129376
SITE_SPB,0.001859187615054549
EME_SPB,0.0012885341624371987
EPAM_SPB,0.0013309136516835983
DIOD_SPB,0.0016434554474301863
MUSA_SPB,0.0019074775712182562
HII_SPB,0.0013364394961679499
VREX_SPB,0.0034743005197068045
BTAI_SPB,0.004165951227672734
EVER_SPB,0.0026757022837474594
HLI_SPB,0.002043927839304762
FRPT_SPB,0.001695543706370868
MPWR_SPB,0.002047898271362052
NWE_SPB,0.001306353963384572
TPTX_SPB,0.0022848084507780947
VRNS_SPB,0.002127499546350071
TRNO_SPB,0.0010982340387396925
BAND_SPB,0.0025529469713073405
NGVT_SPB,0.0015894987737517159
OMCL_SPB,0.0023672816346164073
PRGS_SPB,0.001394364528041091
TRHC_SPB,0.00359846919336329
SAFM_SPB,0.0016108761568893184
BDC_SPB,0.0016034140876723419
MEDP_SPB,0.0013606818952273685
CRL_SPB,0.0013102322970989639
RTKMP,0.000794790866330566
CLDT_SPB,0.0021112444339360767
HHC_SPB,0.00150713246216096
CLH_SPB,0.0012178896809318205
TNET_SPB,0.0015063779521378676
WK_SPB,0.0018648904542781385
SKM_SPB,0.0006780643912816833
XNCR_SPB,0.0022116675933201457
RACE_SPB,0.0012356858768188214
ENV_SPB,0.0017085373963495343
ATKR_SPB,0.0025066224771860975
FCN_SPB,0.0012942737283858558
CHH_SPB,0.0011107868651126984
ETLN,0.000769090472144258
ALLK_SPB,0.002707300430317489
COLM_SPB,0.0022080070544006824
POWI_SPB,0.0023184808197475822
TRUP_SPB,0.0019315618212387706
GWW_SPB,0.0016635539522665839
NTGR_SPB,0.003286635324279749
ECPG_SPB,0.0021159677314994203
GBCI_SPB,0.0014258030601688077
KFY_SPB,0.0013808819169883412
MMS_SPB,0.001243065452978303
CTB_SPB,0.0017718966248256066
DLX_SPB,0.0026047393957666443
IBTX_SPB,0.0014824877495645894
PETQ_SPB,0.002468763724789104
MAIL,0.000747559783525094
LPL_SPB,0.0014072418367173667
DLTH_SPB,0.002880031858936371
PGTI_SPB,0.0016313412467758419
ZUMZ_SPB,0.0023564135047083492
MTN_SPB,0.0015400171164378935
BFAM_SPB,0.0015112845115652837
VAC_SPB,0.002155645600759816
GCP_SPB,0.001486572070394453
JLL_SPB,0.0014596730349480216
MGNT,0.0010121594829547954
CALM_SPB,0.0015539662894000796
CSL_SPB,0.0014447509596645625
FUL_SPB,0.0015968105126800871
PCTY_SPB,0.0018943061870107043
CRS_SPB,0.003070157200339469
VCRA_SPB,0.002001972459449333
IPGP_SPB,0.001561417684467954
INGN_SPB,0.0017252137755876782
WEX_SPB,0.0016351080610421595
IRTC_SPB,0.00717306976288045
CFR_SPB,0.0015526886760670057
CNST_SPB,0.003493971701002058
ESS_SPB,0.001478268897856772
WAFD_SPB,0.0014954855688962328
QLYS_SPB,0.002449749025782248
AXGN_SPB,0.0025145889984302776
FIZZ_SPB,0.0073705957819757825
LGND_SPB,0.0052638887850376785
VC_SPB,0.001713117026961118
MASI_SPB,0.0014397972278607546
SMG_SPB,0.0024068664524485453
WTTR_SPB,0.0035131719303058326
CMD_SPB,0.0013205021798377635
BSPB,0.0011841584683443195
PSN_SPB,0.001498554374292492
ANAB_SPB,0.003125505173141524
